ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000095743	ENSDARG00000077811
ENSDARG00000090766	ENSDARG00000028087
ENSDARG00000088455	ENSDARG00000004308
ENSDARG00000077740	ENSDARG00000073917
ENSDARG00000089873	ENSDARG00000038095
ENSDARG00000019137	ENSDARG00000037813
ENSDARG00000077151	ENSDARG00000074601
ENSDARG00000062608	ENSDARG00000079937
ENSDARG00000003169	ENSDARG00000070145
ENSDARG00000094735	ENSDARG00000022229
ENSDARG00000003020	ENSDARG00000069402
ENSDARG00000009169	ENSDARG00000012953
ENSDARG00000005942	ENSDARG00000056097
ENSDARG00000051778	ENSDARG00000093756
ENSDARG00000044161	ENSDARG00000074583
ENSDARG00000089509	ENSDARG00000075557
ENSDARG00000051734	ENSDARG00000088686
ENSDARG00000069139	ENSDARG00000040627
ENSDARG00000087341	ENSDARG00000086109
ENSDARG00000091428	ENSDARG00000089638
ENSDARG00000010640	ENSDARG00000091708
ENSDARG00000092357	ENSDARG00000079564
ENSDARG00000079770	ENSDARG00000075935
ENSDARG00000074275	ENSDARG00000079060
ENSDARG00000055388	ENSDARG00000053831
ENSDARG00000036116	ENSDARG00000077242
ENSDARG00000087198	ENSDARG00000001971
ENSDARG00000009466	ENSDARG00000022512
ENSDARG00000057231	ENSDARG00000033498
ENSDARG00000025718	ENSDARG00000016187
ENSDARG00000070254	ENSDARG00000087694
ENSDARG00000042621	ENSDARG00000052447
ENSDARG00000041399	ENSDARG00000041404
ENSDARG00000075867	ENSDARG00000076229
ENSDARG00000044874	ENSDARG00000078145
ENSDARG00000018461	ENSDARG00000076221
ENSDARG00000024789	ENSDARG00000021688
ENSDARG00000053036	ENSDARG00000033266
ENSDARG00000090610	ENSDARG00000077800
ENSDARG00000009471	ENSDARG00000075707
ENSDARG00000056028	ENSDARG00000091252
ENSDARG00000051770	ENSDARG00000087451
ENSDARG00000093412	ENSDARG00000055530
ENSDARG00000091064	ENSDARG00000092218
ENSDARG00000077996	ENSDARG00000075960
ENSDARG00000069018	ENSDARG00000004051
ENSDARG00000090524	ENSDARG00000079472
ENSDARG00000039615	ENSDARG00000003399
ENSDARG00000039547	ENSDARG00000091265
ENSDARG00000045297	ENSDARG00000017728
ENSDARG00000069223	ENSDARG00000058941
ENSDARG00000036337	ENSDARG00000078541
ENSDARG00000031920	ENSDARG00000020610
ENSDARG00000074325	ENSDARG00000086268
ENSDARG00000094744	ENSDARG00000087694
ENSDARG00000023236	ENSDARG00000024167
ENSDARG00000078951	ENSDARG00000077867
ENSDARG00000076499	ENSDARG00000078615
ENSDARG00000091924	ENSDARG00000087974
ENSDARG00000089268	ENSDARG00000035028
ENSDARG00000040430	ENSDARG00000053375
ENSDARG00000067828	ENSDARG00000038532
ENSDARG00000039215	ENSDARG00000011545
ENSDARG00000077539	ENSDARG00000077771
ENSDARG00000052402	ENSDARG00000036791
ENSDARG00000073775	ENSDARG00000003695
ENSDARG00000089719	ENSDARG00000093756
ENSDARG00000062608	ENSDARG00000078400
ENSDARG00000076461	ENSDARG00000077771
ENSDARG00000028485	ENSDARG00000002576
ENSDARG00000091276	ENSDARG00000089174
ENSDARG00000089711	ENSDARG00000091720
ENSDARG00000059227	ENSDARG00000019357
ENSDARG00000040334	ENSDARG00000037121
ENSDARG00000095744	ENSDARG00000007836
ENSDARG00000093684	ENSDARG00000091838
ENSDARG00000067796	ENSDARG00000086455
ENSDARG00000071015	ENSDARG00000011824
ENSDARG00000007425	ENSDARG00000089961
ENSDARG00000036542	ENSDARG00000078080
ENSDARG00000013755	ENSDARG00000001431
ENSDARG00000088475	ENSDARG00000078339
ENSDARG00000016667	ENSDARG00000018967
ENSDARG00000070280	ENSDARG00000076507
ENSDARG00000043710	ENSDARG00000035629
ENSDARG00000008948	ENSDARG00000078718
ENSDARG00000090591	ENSDARG00000088562
ENSDARG00000004843	ENSDARG00000014181
ENSDARG00000056609	ENSDARG00000023267
ENSDARG00000061196	ENSDARG00000091550
ENSDARG00000045824	ENSDARG00000056152
ENSDARG00000068659	ENSDARG00000025658
ENSDARG00000086591	ENSDARG00000091051
ENSDARG00000033376	ENSDARG00000040707
ENSDARG00000075372	ENSDARG00000091720
ENSDARG00000013763	ENSDARG00000041703
ENSDARG00000089153	ENSDARG00000045617
ENSDARG00000051873	ENSDARG00000039343
ENSDARG00000070286	ENSDARG00000074260
ENSDARG00000045929	ENSDARG00000059815
ENSDARG00000088260	ENSDARG00000069769
ENSDARG00000069626	ENSDARG00000056798
ENSDARG00000090513	ENSDARG00000041019
ENSDARG00000075307	ENSDARG00000029916
ENSDARG00000089486	ENSDARG00000062508
ENSDARG00000058678	ENSDARG00000007086
ENSDARG00000075712	ENSDARG00000044062
ENSDARG00000063310	ENSDARG00000075688
ENSDARG00000087854	ENSDARG00000087694
ENSDARG00000062849	ENSDARG00000045956
ENSDARG00000020957	ENSDARG00000018418
ENSDARG00000051778	ENSDARG00000089397
ENSDARG00000004232	ENSDARG00000002336
ENSDARG00000086464	ENSDARG00000010267
ENSDARG00000035821	ENSDARG00000057681
ENSDARG00000094370	ENSDARG00000074612
ENSDARG00000070256	ENSDARG00000052022
ENSDARG00000026491	ENSDARG00000045524
ENSDARG00000095855	ENSDARG00000045574
ENSDARG00000068704	ENSDARG00000091216
ENSDARG00000090630	ENSDARG00000094778
ENSDARG00000091728	ENSDARG00000088028
ENSDARG00000060012	ENSDARG00000077638
ENSDARG00000070280	ENSDARG00000093071
ENSDARG00000044254	ENSDARG00000009196
ENSDARG00000070511	ENSDARG00000007275
ENSDARG00000078758	ENSDARG00000090724
ENSDARG00000078951	ENSDARG00000078190
ENSDARG00000002231	ENSDARG00000028896
ENSDARG00000043593	ENSDARG00000015971
ENSDARG00000055659	ENSDARG00000058903
ENSDARG00000076107	ENSDARG00000075260
ENSDARG00000089034	ENSDARG00000055076
ENSDARG00000056794	ENSDARG00000071409
ENSDARG00000020270	ENSDARG00000069937
ENSDARG00000013340	ENSDARG00000070453
ENSDARG00000067801	ENSDARG00000024775
ENSDARG00000015355	ENSDARG00000087620
ENSDARG00000068660	ENSDARG00000003090
ENSDARG00000091728	ENSDARG00000091265
ENSDARG00000013800	ENSDARG00000076283
ENSDARG00000067820	ENSDARG00000005783
ENSDARG00000056909	ENSDARG00000013847
ENSDARG00000074325	ENSDARG00000087419
ENSDARG00000015731	ENSDARG00000036147
ENSDARG00000069381	ENSDARG00000074612
ENSDARG00000070543	ENSDARG00000034493
ENSDARG00000086274	ENSDARG00000017391
ENSDARG00000086688	ENSDARG00000041960
ENSDARG00000045932	ENSDARG00000008454
ENSDARG00000043185	ENSDARG00000031709
ENSDARG00000086304	ENSDARG00000086233
ENSDARG00000086304	ENSDARG00000086546
ENSDARG00000041951	ENSDARG00000014395
ENSDARG00000035198	ENSDARG00000044755
ENSDARG00000075168	ENSDARG00000089706
ENSDARG00000041171	ENSDARG00000042992
ENSDARG00000056453	ENSDARG00000006518
ENSDARG00000038855	ENSDARG00000041900
ENSDARG00000007950	ENSDARG00000036086
ENSDARG00000062132	ENSDARG00000061585
ENSDARG00000079770	ENSDARG00000077867
ENSDARG00000053117	ENSDARG00000008454
ENSDARG00000024789	ENSDARG00000004953
ENSDARG00000019426	ENSDARG00000000370
ENSDARG00000057519	ENSDARG00000074959
ENSDARG00000022334	ENSDARG00000094041
ENSDARG00000038590	ENSDARG00000059738
ENSDARG00000069250	ENSDARG00000060238
ENSDARG00000041239	ENSDARG00000079220
ENSDARG00000053943	ENSDARG00000055186
ENSDARG00000088029	ENSDARG00000056097
ENSDARG00000015990	ENSDARG00000012519
ENSDARG00000040282	ENSDARG00000038891
ENSDARG00000090646	ENSDARG00000075716
ENSDARG00000093215	ENSDARG00000087586
ENSDARG00000051726	ENSDARG00000075216
ENSDARG00000078954	ENSDARG00000002006
ENSDARG00000002013	ENSDARG00000035308
ENSDARG00000063681	ENSDARG00000078440
ENSDARG00000092031	ENSDARG00000007787
ENSDARG00000090685	ENSDARG00000090841
ENSDARG00000091203	ENSDARG00000086633
ENSDARG00000089719	ENSDARG00000079909
ENSDARG00000052012	ENSDARG00000037495
ENSDARG00000089560	ENSDARG00000091216
ENSDARG00000086371	ENSDARG00000089844
ENSDARG00000094616	ENSDARG00000074285
ENSDARG00000041068	ENSDARG00000005840
ENSDARG00000068716	ENSDARG00000054748
ENSDARG00000074089	ENSDARG00000076707
ENSDARG00000076320	ENSDARG00000079324
ENSDARG00000043951	ENSDARG00000071895
ENSDARG00000043951	ENSDARG00000071894
ENSDARG00000043951	ENSDARG00000071891
ENSDARG00000043951	ENSDARG00000071890
ENSDARG00000043951	ENSDARG00000071893
ENSDARG00000043951	ENSDARG00000071892
ENSDARG00000091172	ENSDARG00000041032
ENSDARG00000091172	ENSDARG00000041030
ENSDARG00000031745	ENSDARG00000020286
ENSDARG00000010728	ENSDARG00000069983
ENSDARG00000074531	ENSDARG00000078142
ENSDARG00000027161	ENSDARG00000040599
ENSDARG00000021140	ENSDARG00000017219
ENSDARG00000012044	ENSDARG00000013734
ENSDARG00000091924	ENSDARG00000088724
ENSDARG00000094357	ENSDARG00000079425
ENSDARG00000090513	ENSDARG00000086383
ENSDARG00000027192	ENSDARG00000076615
ENSDARG00000051726	ENSDARG00000091265
ENSDARG00000071488	ENSDARG00000012709
ENSDARG00000051732	ENSDARG00000087235
ENSDARG00000089039	ENSDARG00000095115
ENSDARG00000052782	ENSDARG00000052769
ENSDARG00000094744	ENSDARG00000079909
ENSDARG00000087449	ENSDARG00000032868
ENSDARG00000071446	ENSDARG00000078975
ENSDARG00000043953	ENSDARG00000075724
ENSDARG00000016676	ENSDARG00000036058
ENSDARG00000006560	ENSDARG00000055374
ENSDARG00000091854	ENSDARG00000025600
ENSDARG00000053015	ENSDARG00000088401
ENSDARG00000071456	ENSDARG00000045089
ENSDARG00000069529	ENSDARG00000086253
ENSDARG00000034896	ENSDARG00000019579
ENSDARG00000055656	ENSDARG00000040568
ENSDARG00000070431	ENSDARG00000043328
ENSDARG00000077539	ENSDARG00000078400
ENSDARG00000059719	ENSDARG00000004177
ENSDARG00000075100	ENSDARG00000008937
ENSDARG00000042833	ENSDARG00000056244
ENSDARG00000057223	ENSDARG00000089790
ENSDARG00000059236	ENSDARG00000035415
ENSDARG00000059347	ENSDARG00000075800
ENSDARG00000014674	ENSDARG00000032079
ENSDARG00000059410	ENSDARG00000052988
ENSDARG00000043646	ENSDARG00000071235
ENSDARG00000034007	ENSDARG00000039966
ENSDARG00000053467	ENSDARG00000042900
ENSDARG00000076129	ENSDARG00000091066
ENSDARG00000075265	ENSDARG00000039145
ENSDARG00000071433	ENSDARG00000079782
ENSDARG00000031119	ENSDARG00000029305
ENSDARG00000036840	ENSDARG00000090268
ENSDARG00000088125	ENSDARG00000076069
ENSDARG00000076461	ENSDARG00000010684
ENSDARG00000087670	ENSDARG00000088562
ENSDARG00000009087	ENSDARG00000036628
ENSDARG00000039240	ENSDARG00000003326
ENSDARG00000074442	ENSDARG00000088332
ENSDARG00000010514	ENSDARG00000041041
ENSDARG00000005887	ENSDARG00000030108
ENSDARG00000043953	ENSDARG00000071890
ENSDARG00000012130	ENSDARG00000044084
ENSDARG00000062608	ENSDARG00000075260
ENSDARG00000094735	ENSDARG00000027697
ENSDARG00000076873	ENSDARG00000076268
ENSDARG00000068520	ENSDARG00000073780
ENSDARG00000015891	ENSDARG00000021151
ENSDARG00000070286	ENSDARG00000086552
ENSDARG00000043032	ENSDARG00000040249
ENSDARG00000089190	ENSDARG00000077073
ENSDARG00000013855	ENSDARG00000071173
ENSDARG00000078041	ENSDARG00000063229
ENSDARG00000075510	ENSDARG00000075965
ENSDARG00000055175	ENSDARG00000006544
ENSDARG00000086220	ENSDARG00000063135
ENSDARG00000027065	ENSDARG00000091061
ENSDARG00000034710	ENSDARG00000017312
ENSDARG00000038025	ENSDARG00000087181
ENSDARG00000010461	ENSDARG00000075107
ENSDARG00000070173	ENSDARG00000052765
ENSDARG00000078763	ENSDARG00000040601
ENSDARG00000087854	ENSDARG00000079909
ENSDARG00000078474	ENSDARG00000075292
ENSDARG00000061664	ENSDARG00000091513
ENSDARG00000025325	ENSDARG00000040085
ENSDARG00000091064	ENSDARG00000092238
ENSDARG00000033845	ENSDARG00000069467
ENSDARG00000059233	ENSDARG00000040261
ENSDARG00000077840	ENSDARG00000042361
ENSDARG00000058546	ENSDARG00000092450
ENSDARG00000077920	ENSDARG00000014391
ENSDARG00000012574	ENSDARG00000061525
ENSDARG00000086147	ENSDARG00000089172
ENSDARG00000079770	ENSDARG00000078339
ENSDARG00000091790	ENSDARG00000022229
ENSDARG00000063332	ENSDARG00000063054
ENSDARG00000017193	ENSDARG00000093937
ENSDARG00000078185	ENSDARG00000074724
ENSDARG00000078256	ENSDARG00000076472
ENSDARG00000076690	ENSDARG00000029219
ENSDARG00000079626	ENSDARG00000019459
ENSDARG00000090182	ENSDARG00000091051
ENSDARG00000087628	ENSDARG00000089174
ENSDARG00000003061	ENSDARG00000076139
ENSDARG00000036767	ENSDARG00000078731
ENSDARG00000032724	ENSDARG00000060457
ENSDARG00000068484	ENSDARG00000057719
ENSDARG00000090866	ENSDARG00000002666
ENSDARG00000046124	ENSDARG00000036462
ENSDARG00000005121	ENSDARG00000011884
ENSDARG00000060150	ENSDARG00000005134
ENSDARG00000031049	ENSDARG00000056084
ENSDARG00000094862	ENSDARG00000038532
ENSDARG00000043128	ENSDARG00000087096
ENSDARG00000075932	ENSDARG00000020286
ENSDARG00000014348	ENSDARG00000015922
ENSDARG00000086304	ENSDARG00000088291
ENSDARG00000043953	ENSDARG00000074959
ENSDARG00000061338	ENSDARG00000018425
ENSDARG00000078525	ENSDARG00000077726
ENSDARG00000022098	ENSDARG00000053929
ENSDARG00000074597	ENSDARG00000077207
ENSDARG00000092743	ENSDARG00000075216
ENSDARG00000087039	ENSDARG00000090225
ENSDARG00000037176	ENSDARG00000071672
ENSDARG00000070289	ENSDARG00000089405
ENSDARG00000010655	ENSDARG00000076011
ENSDARG00000093027	ENSDARG00000078400
ENSDARG00000021055	ENSDARG00000004023
ENSDARG00000058267	ENSDARG00000010958
ENSDARG00000011091	ENSDARG00000056926
ENSDARG00000018260	ENSDARG00000063230
ENSDARG00000089772	ENSDARG00000029305
ENSDARG00000018301	ENSDARG00000070945
ENSDARG00000041062	ENSDARG00000036344
ENSDARG00000042004	ENSDARG00000001621
ENSDARG00000069827	ENSDARG00000008219
ENSDARG00000061108	ENSDARG00000076430
ENSDARG00000018301	ENSDARG00000070948
ENSDARG00000039063	ENSDARG00000074672
ENSDARG00000078117	ENSDARG00000063538
ENSDARG00000015506	ENSDARG00000062106
ENSDARG00000091728	ENSDARG00000089397
ENSDARG00000078172	ENSDARG00000075505
ENSDARG00000042489	ENSDARG00000020964
ENSDARG00000093123	ENSDARG00000086485
ENSDARG00000076107	ENSDARG00000078190
ENSDARG00000012355	ENSDARG00000095324
ENSDARG00000076724	ENSDARG00000062823
ENSDARG00000091790	ENSDARG00000038532
ENSDARG00000043951	ENSDARG00000078339
ENSDARG00000002696	ENSDARG00000004358
ENSDARG00000061640	ENSDARG00000075052
ENSDARG00000058565	ENSDARG00000015863
ENSDARG00000086969	ENSDARG00000077343
ENSDARG00000012823	ENSDARG00000060849
ENSDARG00000060877	ENSDARG00000093413
ENSDARG00000092743	ENSDARG00000093756
ENSDARG00000075855	ENSDARG00000041404
ENSDARG00000079994	ENSDARG00000023822
ENSDARG00000041515	ENSDARG00000089380
ENSDARG00000020218	ENSDARG00000053049
ENSDARG00000067691	ENSDARG00000075326
ENSDARG00000089560	ENSDARG00000091791
ENSDARG00000091868	ENSDARG00000056075
ENSDARG00000091425	ENSDARG00000090459
ENSDARG00000044225	ENSDARG00000052851
ENSDARG00000017441	ENSDARG00000014196
ENSDARG00000086096	ENSDARG00000030598
ENSDARG00000037415	ENSDARG00000014280
ENSDARG00000039704	ENSDARG00000045036
ENSDARG00000074910	ENSDARG00000089103
ENSDARG00000070287	ENSDARG00000086709
ENSDARG00000005176	ENSDARG00000036067
ENSDARG00000004643	ENSDARG00000044447
ENSDARG00000015709	ENSDARG00000035872
ENSDARG00000077995	ENSDARG00000069607
ENSDARG00000005176	ENSDARG00000036068
ENSDARG00000039150	ENSDARG00000090382
ENSDARG00000017466	ENSDARG00000055669
ENSDARG00000075592	ENSDARG00000046148
ENSDARG00000012130	ENSDARG00000017799
ENSDARG00000009727	ENSDARG00000094792
ENSDARG00000032859	ENSDARG00000040280
ENSDARG00000087911	ENSDARG00000018742
ENSDARG00000058987	ENSDARG00000013479
ENSDARG00000068704	ENSDARG00000041024
ENSDARG00000077230	ENSDARG00000054955
ENSDARG00000077539	ENSDARG00000075260
ENSDARG00000069620	ENSDARG00000087751
ENSDARG00000093161	ENSDARG00000045851
ENSDARG00000056180	ENSDARG00000022229
ENSDARG00000027088	ENSDARG00000067851
ENSDARG00000051749	ENSDARG00000045858
ENSDARG00000042872	ENSDARG00000035607
ENSDARG00000056058	ENSDARG00000003706
ENSDARG00000045828	ENSDARG00000007737
ENSDARG00000088475	ENSDARG00000075260
ENSDARG00000077487	ENSDARG00000077737
ENSDARG00000068704	ENSDARG00000025600
ENSDARG00000093027	ENSDARG00000075935
ENSDARG00000089287	ENSDARG00000056949
ENSDARG00000063576	ENSDARG00000036826
ENSDARG00000070804	ENSDARG00000020488
ENSDARG00000013117	ENSDARG00000043055
ENSDARG00000043953	ENSDARG00000075935
ENSDARG00000035066	ENSDARG00000038780
ENSDARG00000093027	ENSDARG00000090614
ENSDARG00000074638	ENSDARG00000094738
ENSDARG00000029635	ENSDARG00000022229
ENSDARG00000013505	ENSDARG00000089055
ENSDARG00000077975	ENSDARG00000080017
ENSDARG00000028401	ENSDARG00000030608
ENSDARG00000060181	ENSDARG00000016749
ENSDARG00000038401	ENSDARG00000039117
ENSDARG00000094901	ENSDARG00000016750
ENSDARG00000087002	ENSDARG00000088453
ENSDARG00000062543	ENSDARG00000060304
ENSDARG00000061517	ENSDARG00000094171
ENSDARG00000039453	ENSDARG00000071877
ENSDARG00000042189	ENSDARG00000004497
ENSDARG00000061864	ENSDARG00000009830
ENSDARG00000092743	ENSDARG00000094610
ENSDARG00000011283	ENSDARG00000091969
ENSDARG00000043953	ENSDARG00000077867
ENSDARG00000089289	ENSDARG00000088669
ENSDARG00000010785	ENSDARG00000063430
ENSDARG00000062396	ENSDARG00000078901
ENSDARG00000051775	ENSDARG00000075220
ENSDARG00000045803	ENSDARG00000015349
ENSDARG00000087585	ENSDARG00000090797
ENSDARG00000089235	ENSDARG00000077580
ENSDARG00000058011	ENSDARG00000075896
ENSDARG00000058969	ENSDARG00000075359
ENSDARG00000070265	ENSDARG00000086233
ENSDARG00000074561	ENSDARG00000046012
ENSDARG00000059002	ENSDARG00000019808
ENSDARG00000086784	ENSDARG00000090390
ENSDARG00000087895	ENSDARG00000055581
ENSDARG00000086969	ENSDARG00000078190
ENSDARG00000044183	ENSDARG00000046143
ENSDARG00000009311	ENSDARG00000034705
ENSDARG00000015854	ENSDARG00000089929
ENSDARG00000013057	ENSDARG00000054030
ENSDARG00000024920	ENSDARG00000089411
ENSDARG00000031465	ENSDARG00000054914
ENSDARG00000093123	ENSDARG00000077023
ENSDARG00000093286	ENSDARG00000076719
ENSDARG00000086411	ENSDARG00000022415
ENSDARG00000058819	ENSDARG00000053528
ENSDARG00000028524	ENSDARG00000017360
ENSDARG00000078665	ENSDARG00000071375
ENSDARG00000088238	ENSDARG00000090895
ENSDARG00000056406	ENSDARG00000055381
ENSDARG00000071298	ENSDARG00000071091
ENSDARG00000087349	ENSDARG00000038694
ENSDARG00000069734	ENSDARG00000045143
ENSDARG00000061101	ENSDARG00000079931
ENSDARG00000074332	ENSDARG00000074245
ENSDARG00000059414	ENSDARG00000002020
ENSDARG00000075490	ENSDARG00000079061
ENSDARG00000044975	ENSDARG00000036834
ENSDARG00000053015	ENSDARG00000038232
ENSDARG00000086969	ENSDARG00000074738
ENSDARG00000044975	ENSDARG00000036830
ENSDARG00000061455	ENSDARG00000060051
ENSDARG00000010571	ENSDARG00000037894
ENSDARG00000024815	ENSDARG00000037837
ENSDARG00000079078	ENSDARG00000045142
ENSDARG00000041959	ENSDARG00000057633
ENSDARG00000031343	ENSDARG00000034522
ENSDARG00000011886	ENSDARG00000017634
ENSDARG00000070282	ENSDARG00000091770
ENSDARG00000019223	ENSDARG00000018319
ENSDARG00000016448	ENSDARG00000092233
ENSDARG00000057169	ENSDARG00000062661
ENSDARG00000093718	ENSDARG00000052021
ENSDARG00000076480	ENSDARG00000075859
ENSDARG00000040928	ENSDARG00000092338
ENSDARG00000025699	ENSDARG00000088407
ENSDARG00000062246	ENSDARG00000033840
ENSDARG00000057234	ENSDARG00000070430
ENSDARG00000079978	ENSDARG00000094377
ENSDARG00000055648	ENSDARG00000053877
ENSDARG00000061798	ENSDARG00000086142
ENSDARG00000087236	ENSDARG00000091313
ENSDARG00000009482	ENSDARG00000054196
ENSDARG00000043953	ENSDARG00000078940
ENSDARG00000009905	ENSDARG00000039806
ENSDARG00000074089	ENSDARG00000037682
ENSDARG00000089060	ENSDARG00000002666
ENSDARG00000077792	ENSDARG00000079549
ENSDARG00000090513	ENSDARG00000004598
ENSDARG00000036940	ENSDARG00000013771
ENSDARG00000017947	ENSDARG00000059956
ENSDARG00000076777	ENSDARG00000079937
ENSDARG00000073684	ENSDARG00000038119
ENSDARG00000037746	ENSDARG00000037870
ENSDARG00000093855	ENSDARG00000078774
ENSDARG00000091172	ENSDARG00000086383
ENSDARG00000069415	ENSDARG00000079011
ENSDARG00000018153	ENSDARG00000033742
ENSDARG00000074937	ENSDARG00000074260
ENSDARG00000078763	ENSDARG00000040599
ENSDARG00000040197	ENSDARG00000004672
ENSDARG00000091203	ENSDARG00000003090
ENSDARG00000071150	ENSDARG00000055502
ENSDARG00000073857	ENSDARG00000043821
ENSDARG00000078102	ENSDARG00000076702
ENSDARG00000003933	ENSDARG00000003191
ENSDARG00000036179	ENSDARG00000009133
ENSDARG00000011283	ENSDARG00000025275
ENSDARG00000091024	ENSDARG00000031777
ENSDARG00000035214	ENSDARG00000073780
ENSDARG00000070529	ENSDARG00000011897
ENSDARG00000092412	ENSDARG00000041960
ENSDARG00000053800	ENSDARG00000088517
ENSDARG00000069622	ENSDARG00000088829
ENSDARG00000027595	ENSDARG00000058354
ENSDARG00000076107	ENSDARG00000077867
ENSDARG00000043953	ENSDARG00000079937
ENSDARG00000094549	ENSDARG00000032862
ENSDARG00000077269	ENSDARG00000035389
ENSDARG00000087742	ENSDARG00000071357
ENSDARG00000045023	ENSDARG00000056458
ENSDARG00000055893	ENSDARG00000070486
ENSDARG00000086591	ENSDARG00000086552
ENSDARG00000087390	ENSDARG00000038147
ENSDARG00000061746	ENSDARG00000078624
ENSDARG00000071368	ENSDARG00000071364
ENSDARG00000079374	ENSDARG00000077506
ENSDARG00000045253	ENSDARG00000089972
ENSDARG00000030368	ENSDARG00000003213
ENSDARG00000091788	ENSDARG00000062631
ENSDARG00000036577	ENSDARG00000057853
ENSDARG00000070537	ENSDARG00000033234
ENSDARG00000053498	ENSDARG00000089334
ENSDARG00000079372	ENSDARG00000093279
ENSDARG00000078951	ENSDARG00000074959
ENSDARG00000077975	ENSDARG00000079425
ENSDARG00000062608	ENSDARG00000071891
ENSDARG00000062608	ENSDARG00000071890
ENSDARG00000062608	ENSDARG00000071893
ENSDARG00000062608	ENSDARG00000071892
ENSDARG00000062608	ENSDARG00000071895
ENSDARG00000062608	ENSDARG00000071894
ENSDARG00000053015	ENSDARG00000087066
ENSDARG00000034203	ENSDARG00000091265
ENSDARG00000068660	ENSDARG00000075128
ENSDARG00000094559	ENSDARG00000011701
ENSDARG00000070479	ENSDARG00000068883
ENSDARG00000058476	ENSDARG00000003303
ENSDARG00000094744	ENSDARG00000095115
ENSDARG00000095340	ENSDARG00000091525
ENSDARG00000057368	ENSDARG00000055996
ENSDARG00000087873	ENSDARG00000087460
ENSDARG00000016391	ENSDARG00000036695
ENSDARG00000074182	ENSDARG00000090315
ENSDARG00000070957	ENSDARG00000076444
ENSDARG00000020884	ENSDARG00000025641
ENSDARG00000087979	ENSDARG00000042628
ENSDARG00000074216	ENSDARG00000019692
ENSDARG00000073859	ENSDARG00000079731
ENSDARG00000093195	ENSDARG00000093756
ENSDARG00000028676	ENSDARG00000020086
ENSDARG00000086099	ENSDARG00000059295
ENSDARG00000051736	ENSDARG00000086546
ENSDARG00000045627	ENSDARG00000070021
ENSDARG00000040445	ENSDARG00000074139
ENSDARG00000043953	ENSDARG00000090614
ENSDARG00000070265	ENSDARG00000086552
ENSDARG00000011583	ENSDARG00000091131
ENSDARG00000078941	ENSDARG00000088259
ENSDARG00000076267	ENSDARG00000088881
ENSDARG00000005314	ENSDARG00000077021
ENSDARG00000012627	ENSDARG00000069708
ENSDARG00000032234	ENSDARG00000005050
ENSDARG00000012076	ENSDARG00000086583
ENSDARG00000043951	ENSDARG00000010684
ENSDARG00000025613	ENSDARG00000089109
ENSDARG00000068928	ENSDARG00000075220
ENSDARG00000043953	ENSDARG00000071893
ENSDARG00000043953	ENSDARG00000071892
ENSDARG00000043953	ENSDARG00000071891
ENSDARG00000089560	ENSDARG00000094125
ENSDARG00000052700	ENSDARG00000086087
ENSDARG00000043953	ENSDARG00000071895
ENSDARG00000043953	ENSDARG00000071894
ENSDARG00000026875	ENSDARG00000074564
ENSDARG00000089289	ENSDARG00000091043
ENSDARG00000062608	ENSDARG00000037682
ENSDARG00000007186	ENSDARG00000022430
ENSDARG00000022650	ENSDARG00000013524
ENSDARG00000074059	ENSDARG00000086014
ENSDARG00000057456	ENSDARG00000014962
ENSDARG00000035366	ENSDARG00000010280
ENSDARG00000051778	ENSDARG00000086751
ENSDARG00000038138	ENSDARG00000014651
ENSDARG00000069484	ENSDARG00000075110
ENSDARG00000062144	ENSDARG00000063054
ENSDARG00000090267	ENSDARG00000052517
ENSDARG00000089044	ENSDARG00000059748
ENSDARG00000061940	ENSDARG00000001906
ENSDARG00000042510	ENSDARG00000058945
ENSDARG00000017111	ENSDARG00000004308
ENSDARG00000011665	ENSDARG00000034470
ENSDARG00000031219	ENSDARG00000005600
ENSDARG00000075179	ENSDARG00000052021
ENSDARG00000008098	ENSDARG00000071012
ENSDARG00000067828	ENSDARG00000056097
ENSDARG00000070473	ENSDARG00000042703
ENSDARG00000031548	ENSDARG00000033589
ENSDARG00000044002	ENSDARG00000068290
ENSDARG00000051736	ENSDARG00000074260
ENSDARG00000031413	ENSDARG00000023878
ENSDARG00000056691	ENSDARG00000074474
ENSDARG00000079372	ENSDARG00000092520
ENSDARG00000090630	ENSDARG00000088435
ENSDARG00000087707	ENSDARG00000092218
ENSDARG00000092523	ENSDARG00000033266
ENSDARG00000042215	ENSDARG00000007081
ENSDARG00000068704	ENSDARG00000041003
ENSDARG00000068704	ENSDARG00000041005
ENSDARG00000002967	ENSDARG00000092546
ENSDARG00000040632	ENSDARG00000033266
ENSDARG00000093195	ENSDARG00000094610
ENSDARG00000056986	ENSDARG00000088195
ENSDARG00000087167	ENSDARG00000087066
ENSDARG00000070774	ENSDARG00000089112
ENSDARG00000022531	ENSDARG00000033733
ENSDARG00000020850	ENSDARG00000071727
ENSDARG00000029351	ENSDARG00000090482
ENSDARG00000041925	ENSDARG00000030349
ENSDARG00000039462	ENSDARG00000069130
ENSDARG00000077539	ENSDARG00000078940
ENSDARG00000069377	ENSDARG00000015657
ENSDARG00000070724	ENSDARG00000087071
ENSDARG00000090630	ENSDARG00000090083
ENSDARG00000021444	ENSDARG00000030394
ENSDARG00000091924	ENSDARG00000087586
ENSDARG00000038321	ENSDARG00000041248
ENSDARG00000057519	ENSDARG00000078940
