GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000086790	ENSDART00000129471	83	67	
ENSDARG00000086790	ENSDART00000132082	9	11	
ENSDARG00000086791	ENSDART00000150857	7	9	
ENSDARG00000086791	ENSDART00000121750	60	53	
ENSDARG00000086795	ENSDART00000149178	4	2	
ENSDARG00000086795	ENSDART00000126063	28	9	
ENSDARG00000086795	ENSDART00000148964	7	16	
ENSDARG00000063288	ENSDART00000140570	7	1	
ENSDARG00000063288	ENSDART00000092333	39	28	
ENSDARG00000063288	ENSDART00000145286	5	6	
ENSDARG00000062487	ENSDART00000090427	33	24	
ENSDARG00000062485	ENSDART00000090406	145	132	
ENSDARG00000062485	ENSDART00000137575	6	6	
ENSDARG00000062483	ENSDART00000090420	3	1	
ENSDARG00000062483	ENSDART00000133490	10	27	
ENSDARG00000062481	ENSDART00000139725	1	4	
ENSDARG00000062481	ENSDART00000148226	2	6	
ENSDARG00000062489	ENSDART00000144813	20	16	
ENSDARG00000062489	ENSDART00000144324	11	10	
ENSDARG00000062489	ENSDART00000054579	18	24	
ENSDARG00000062489	ENSDART00000145609	7	14	
ENSDARG00000062489	ENSDART00000135920	8	16	
ENSDARG00000037059	ENSDART00000053869	56	96	
ENSDARG00000037059	ENSDART00000129674	61	63	
ENSDARG00000037059	ENSDART00000151467	1	0	
ENSDARG00000006677	ENSDART00000109397	5	11	
ENSDARG00000037057	ENSDART00000147793	0	1	
ENSDARG00000030004	ENSDART00000049448	69	64	
ENSDARG00000030004	ENSDART00000098899	8	5	
ENSDARG00000030006	ENSDART00000139486	15	18	
ENSDARG00000039528	ENSDART00000057752	51	73	
ENSDARG00000043006	ENSDART00000137537	11	14	
ENSDARG00000043004	ENSDART00000138997	4	2	
ENSDARG00000043004	ENSDART00000137457	2	1	
ENSDARG00000043004	ENSDART00000063137	0	1	
ENSDARG00000043003	ENSDART00000063135	68	54	
ENSDARG00000043003	ENSDART00000146026	2	0	
ENSDARG00000043003	ENSDART00000140729	3	1	
ENSDARG00000043003	ENSDART00000140987	8	4	
ENSDARG00000060697	ENSDART00000148870	111	125	
ENSDARG00000032714	ENSDART00000129703	0	1	
ENSDARG00000032714	ENSDART00000044735	13	7	
ENSDARG00000032714	ENSDART00000123713	5	5	
ENSDARG00000032714	ENSDART00000134761	1	0	
ENSDARG00000002127	ENSDART00000141170	4	21	
ENSDARG00000002127	ENSDART00000142727	2	2	
ENSDARG00000043148	ENSDART00000063347	1	0	
ENSDARG00000043148	ENSDART00000131693	3	4	
ENSDARG00000005799	ENSDART00000008201	57	35	
ENSDARG00000005799	ENSDART00000131979	12	15	
ENSDARG00000074275	ENSDART00000132379	4	1	
ENSDARG00000074275	ENSDART00000113023	204	174	
ENSDARG00000074275	ENSDART00000126770	117	128	
ENSDARG00000074275	ENSDART00000137940	6	12	
ENSDARG00000074270	ENSDART00000126390	0	1	
ENSDARG00000074270	ENSDART00000153175	84	112	
ENSDARG00000074270	ENSDART00000115358	1	0	
ENSDARG00000009903	ENSDART00000012484	71	46	
ENSDARG00000009903	ENSDART00000149190	5	2	
ENSDARG00000070971	ENSDART00000104629	182	158	
ENSDARG00000070971	ENSDART00000131748	3	4	
ENSDARG00000070972	ENSDART00000104637	5	9	
ENSDARG00000069133	ENSDART00000100386	81	82	
ENSDARG00000036876	ENSDART00000053545	3	3	
ENSDARG00000036876	ENSDART00000139590	12	8	
ENSDARG00000036876	ENSDART00000140519	7	7	
ENSDARG00000069134	ENSDART00000132911	11	5	
ENSDARG00000088654	ENSDART00000125799	201	209	
ENSDARG00000001470	ENSDART00000048445	1	0	
ENSDARG00000001470	ENSDART00000101143	34	46	
ENSDARG00000088651	ENSDART00000141038	16	14	
ENSDARG00000088650	ENSDART00000142916	4	2	
ENSDARG00000088650	ENSDART00000140639	12	11	
ENSDARG00000010957	ENSDART00000132515	8	7	
ENSDARG00000010957	ENSDART00000126428	84	83	
ENSDARG00000010956	ENSDART00000152046	12	29	
ENSDARG00000010956	ENSDART00000135107	6	2	
ENSDARG00000010956	ENSDART00000045933	22	23	
ENSDARG00000010956	ENSDART00000131840	29	21	
ENSDARG00000010958	ENSDART00000149428	3	3	
ENSDARG00000010958	ENSDART00000014661	18	27	
ENSDARG00000095709	ENSDART00000140314	10	14	
ENSDARG00000095709	ENSDART00000141644	45	58	
ENSDARG00000095709	ENSDART00000142207	3	3	
ENSDARG00000042759	ENSDART00000062761	52	25	
ENSDARG00000042759	ENSDART00000153274	2	1	
ENSDARG00000042752	ENSDART00000136711	0	3	
ENSDARG00000042752	ENSDART00000137140	17	7	
ENSDARG00000042753	ENSDART00000137497	1	2	
ENSDARG00000042753	ENSDART00000147409	11	9	
ENSDARG00000042753	ENSDART00000062749	24	12	
ENSDARG00000001784	ENSDART00000003506	34	34	
ENSDARG00000001784	ENSDART00000129600	10	4	
ENSDARG00000001785	ENSDART00000016303	61	91	
ENSDARG00000001785	ENSDART00000148602	9	12	
ENSDARG00000001785	ENSDART00000148452	2	5	
ENSDARG00000092736	ENSDART00000137060	24	20	
ENSDARG00000092736	ENSDART00000140628	26	40	
ENSDARG00000092736	ENSDART00000138901	10	9	
ENSDARG00000092735	ENSDART00000080665	65	30	
ENSDARG00000092735	ENSDART00000130100	74	77	
ENSDARG00000092733	ENSDART00000146273	2	11	
ENSDARG00000001788	ENSDART00000005879	13	16	
ENSDARG00000001788	ENSDART00000141849	4	3	
ENSDARG00000001788	ENSDART00000142453	8	10	
ENSDARG00000092730	ENSDART00000143659	23	11	
ENSDARG00000092730	ENSDART00000132089	1	1	
ENSDARG00000092730	ENSDART00000135477	1	0	
ENSDARG00000092730	ENSDART00000142743	0	4	
ENSDARG00000089304	ENSDART00000146414	37	31	
ENSDARG00000089304	ENSDART00000114992	7	6	
ENSDARG00000035521	ENSDART00000123635	8	7	
ENSDARG00000035521	ENSDART00000051491	54	76	
ENSDARG00000017720	ENSDART00000145866	9	17	
ENSDARG00000017720	ENSDART00000009883	0	1	
ENSDARG00000008200	ENSDART00000131417	5	6	
ENSDARG00000008200	ENSDART00000142283	12	16	
ENSDARG00000008200	ENSDART00000040788	3	5	
ENSDARG00000008203	ENSDART00000020156	35	43	
ENSDARG00000008203	ENSDART00000134377	13	10	
ENSDARG00000008209	ENSDART00000129169	91	63	
ENSDARG00000044345	ENSDART00000104233	1	0	
ENSDARG00000044345	ENSDART00000151054	9	10	
ENSDARG00000044345	ENSDART00000147898	4	1	
ENSDARG00000044345	ENSDART00000065127	28	22	
ENSDARG00000030824	ENSDART00000009093	3	2	
ENSDARG00000030824	ENSDART00000139929	17	12	
ENSDARG00000079947	ENSDART00000147993	4	2	
ENSDARG00000079947	ENSDART00000114877	3	36	
ENSDARG00000079945	ENSDART00000112300	4	4	
ENSDARG00000079945	ENSDART00000149900	9	3	
ENSDARG00000079944	ENSDART00000025989	5	1	
ENSDARG00000079944	ENSDART00000151553	2	2	
ENSDARG00000079949	ENSDART00000126840	17	18	
ENSDARG00000015476	ENSDART00000147470	1	4	
ENSDARG00000015476	ENSDART00000079691	34	29	
ENSDARG00000058460	ENSDART00000055023	1	3	
ENSDARG00000058463	ENSDART00000139516	1	3	
ENSDARG00000058463	ENSDART00000081337	20	21	
ENSDARG00000086963	ENSDART00000140017	3	7	
ENSDARG00000086960	ENSDART00000126093	11	14	
ENSDARG00000086960	ENSDART00000152225	0	1	
ENSDARG00000013730	ENSDART00000124336	1	0	
ENSDARG00000013730	ENSDART00000041503	120	85	
ENSDARG00000013730	ENSDART00000143520	4	1	
ENSDARG00000013730	ENSDART00000136688	11	18	
ENSDARG00000059333	ENSDART00000132724	44	48	
ENSDARG00000059333	ENSDART00000132688	7	10	
ENSDARG00000059333	ENSDART00000082422	68	167	
ENSDARG00000059337	ENSDART00000152378	53	56	
ENSDARG00000059337	ENSDART00000082434	17	26	
ENSDARG00000059337	ENSDART00000149875	4	5	
ENSDARG00000010186	ENSDART00000136041	30	21	
ENSDARG00000075915	ENSDART00000147760	2	0	
ENSDARG00000075915	ENSDART00000109367	134	29	
ENSDARG00000075916	ENSDART00000138447	5	6	
ENSDARG00000075917	ENSDART00000144221	2	4	
ENSDARG00000075917	ENSDART00000148318	18	12	
ENSDARG00000075917	ENSDART00000135353	14	6	
ENSDARG00000075919	ENSDART00000108865	3	1	
ENSDARG00000075919	ENSDART00000140115	33	37	
ENSDARG00000015290	ENSDART00000148035	11	10	
ENSDARG00000015290	ENSDART00000089540	97	88	
ENSDARG00000077204	ENSDART00000115114	4	2	
ENSDARG00000077204	ENSDART00000123940	78	63	
ENSDARG00000077205	ENSDART00000145065	6	4	
ENSDARG00000077202	ENSDART00000150049	21	7	
ENSDARG00000059815	ENSDART00000144101	22	14	
ENSDARG00000059815	ENSDART00000135108	1	4	
ENSDARG00000077201	ENSDART00000109515	69	47	
ENSDARG00000077201	ENSDART00000136179	1	1	
ENSDARG00000077201	ENSDART00000144928	7	5	
ENSDARG00000001771	ENSDART00000132859	1	0	
ENSDARG00000012126	ENSDART00000122705	3	6	
ENSDARG00000057060	ENSDART00000153035	2	9	
ENSDARG00000057060	ENSDART00000079656	16	8	
ENSDARG00000025269	ENSDART00000028592	1	1	
ENSDARG00000025269	ENSDART00000135164	116	66	
ENSDARG00000021572	ENSDART00000037585	10	6	
ENSDARG00000079330	ENSDART00000079034	8	6	
ENSDARG00000079330	ENSDART00000079026	10	4	
ENSDARG00000079128	ENSDART00000143401	13	12	
ENSDARG00000079128	ENSDART00000115237	7	1	
ENSDARG00000079127	ENSDART00000106546	15	10	
ENSDARG00000046087	ENSDART00000049051	0	2	
ENSDARG00000046087	ENSDART00000148709	23	28	
ENSDARG00000046087	ENSDART00000150121	28	25	
ENSDARG00000046081	ENSDART00000132481	0	1	
ENSDARG00000046081	ENSDART00000144551	1	1	
ENSDARG00000079123	ENSDART00000136743	8	2	
ENSDARG00000079123	ENSDART00000140265	3	4	
ENSDARG00000020228	ENSDART00000148353	100	100	
ENSDARG00000020228	ENSDART00000141292	3	0	
ENSDARG00000020228	ENSDART00000146007	0	4	
ENSDARG00000020228	ENSDART00000151801	1	0	
ENSDARG00000020224	ENSDART00000153116	2	4	
ENSDARG00000020224	ENSDART00000017171	0	7	
ENSDARG00000020224	ENSDART00000152900	30	40	
ENSDARG00000013295	ENSDART00000134816	19	5	
ENSDARG00000013293	ENSDART00000129542	13	8	
ENSDARG00000090834	ENSDART00000143904	3	1	
ENSDARG00000092475	ENSDART00000150615	7	7	
ENSDARG00000092470	ENSDART00000150110	16	19	
ENSDARG00000045574	ENSDART00000135730	24	21	
ENSDARG00000045574	ENSDART00000147853	4	1	
ENSDARG00000018179	ENSDART00000043462	22	17	
ENSDARG00000018179	ENSDART00000137861	2	0	
ENSDARG00000044625	ENSDART00000065562	190	243	
ENSDARG00000044625	ENSDART00000150154	4	10	
ENSDARG00000044628	ENSDART00000138283	4	6	
ENSDARG00000044628	ENSDART00000065566	17	16	
ENSDARG00000040712	ENSDART00000145498	2	5	
ENSDARG00000040712	ENSDART00000125552	43	13	
ENSDARG00000040713	ENSDART00000131462	6	6	
ENSDARG00000040713	ENSDART00000134117	0	1	
ENSDARG00000040717	ENSDART00000135359	27	23	
ENSDARG00000052167	ENSDART00000123767	0	1	
ENSDARG00000052167	ENSDART00000073964	13	21	
ENSDARG00000058145	ENSDART00000030246	1	0	
ENSDARG00000067495	ENSDART00000056914	1	2	
ENSDARG00000067495	ENSDART00000124391	1	0	
ENSDARG00000061896	ENSDART00000046510	23	26	
ENSDARG00000061896	ENSDART00000147789	85	96	
ENSDARG00000061890	ENSDART00000088777	198	195	
ENSDARG00000061890	ENSDART00000132265	6	0	
ENSDARG00000056322	ENSDART00000139218	2	0	
ENSDARG00000056322	ENSDART00000137220	1	0	
ENSDARG00000056322	ENSDART00000078720	5	7	
ENSDARG00000056322	ENSDART00000078740	8	8	
ENSDARG00000056322	ENSDART00000130101	2	1	
ENSDARG00000067723	ENSDART00000148918	22	16	
ENSDARG00000067723	ENSDART00000097538	9	12	
ENSDARG00000067729	ENSDART00000097546	96	113	
ENSDARG00000067729	ENSDART00000138580	3	2	
ENSDARG00000067729	ENSDART00000134112	5	5	
ENSDARG00000061764	ENSDART00000125289	2	0	
ENSDARG00000061764	ENSDART00000088484	29	21	
ENSDARG00000061763	ENSDART00000129459	4	0	
ENSDARG00000056092	ENSDART00000140255	41	56	
ENSDARG00000056092	ENSDART00000078526	2	3	
ENSDARG00000056090	ENSDART00000078509	72	76	
ENSDARG00000056090	ENSDART00000016672	4	2	
ENSDARG00000056091	ENSDART00000136562	1	1	
ENSDARG00000056097	ENSDART00000143140	1	5	
ENSDARG00000056097	ENSDART00000044535	0	2	
ENSDARG00000056099	ENSDART00000141626	5	0	
ENSDARG00000056099	ENSDART00000151874	3	2	
ENSDARG00000055676	ENSDART00000134468	2	2	
ENSDARG00000055676	ENSDART00000078062	67	58	
ENSDARG00000055672	ENSDART00000088309	19	27	
ENSDARG00000055678	ENSDART00000110883	233	249	
ENSDARG00000055678	ENSDART00000078072	21	14	
ENSDARG00000056324	ENSDART00000078807	50	42	
ENSDARG00000056324	ENSDART00000141410	5	4	
ENSDARG00000006372	ENSDART00000087645	3	5	
ENSDARG00000006370	ENSDART00000139697	10	4	
ENSDARG00000006370	ENSDART00000019029	0	1	
ENSDARG00000056328	ENSDART00000145390	5	3	
ENSDARG00000056328	ENSDART00000061203	73	70	
ENSDARG00000077694	ENSDART00000040679	4	6	
ENSDARG00000077694	ENSDART00000080863	1	0	
ENSDARG00000038822	ENSDART00000056686	100	53	
ENSDARG00000038826	ENSDART00000099078	169	174	
ENSDARG00000038826	ENSDART00000144399	42	38	
ENSDARG00000077696	ENSDART00000149446	2	4	
ENSDARG00000077696	ENSDART00000114194	51	36	
ENSDARG00000070407	ENSDART00000103276	5	4	
ENSDARG00000070407	ENSDART00000146777	4	4	
ENSDARG00000023701	ENSDART00000031837	116	81	
ENSDARG00000021633	ENSDART00000152520	8	1	
ENSDARG00000021633	ENSDART00000121529	49	73	
ENSDARG00000060383	ENSDART00000140144	3	0	
ENSDARG00000060383	ENSDART00000132932	6	6	
ENSDARG00000060383	ENSDART00000085021	60	21	
ENSDARG00000060380	ENSDART00000085009	71	72	
ENSDARG00000054259	ENSDART00000138358	1	0	
ENSDARG00000054259	ENSDART00000076399	108	95	
ENSDARG00000068575	ENSDART00000145310	13	9	
ENSDARG00000068576	ENSDART00000151432	8	11	
ENSDARG00000068576	ENSDART00000099111	61	28	
ENSDARG00000054251	ENSDART00000076410	10	15	
ENSDARG00000054251	ENSDART00000085252	42	25	
ENSDARG00000055086	ENSDART00000137068	4	3	
ENSDARG00000055086	ENSDART00000132056	6	19	
ENSDARG00000055086	ENSDART00000142461	5	1	
ENSDARG00000055086	ENSDART00000144012	5	4	
ENSDARG00000055086	ENSDART00000115231	4	0	
ENSDARG00000007960	ENSDART00000149114	5	2	
ENSDARG00000007960	ENSDART00000148497	4	4	
ENSDARG00000071460	ENSDART00000152019	1	9	
ENSDARG00000071460	ENSDART00000105668	112	109	
ENSDARG00000071461	ENSDART00000138933	8	5	
ENSDARG00000071462	ENSDART00000135987	2	0	
ENSDARG00000071462	ENSDART00000130840	2	5	
ENSDARG00000071462	ENSDART00000062705	2	0	
ENSDARG00000071462	ENSDART00000126827	5	2	
ENSDARG00000039882	ENSDART00000058339	3	3	
ENSDARG00000039882	ENSDART00000131231	19	17	
ENSDARG00000039882	ENSDART00000133297	10	8	
ENSDARG00000060962	ENSDART00000138523	2	8	
ENSDARG00000039880	ENSDART00000131415	2	1	
ENSDARG00000039880	ENSDART00000058336	20	20	
ENSDARG00000027777	ENSDART00000147959	3	3	
ENSDARG00000027777	ENSDART00000033528	5	5	
ENSDARG00000039887	ENSDART00000142741	0	2	
ENSDARG00000039887	ENSDART00000146840	2	0	
ENSDARG00000039887	ENSDART00000058346	10	8	
ENSDARG00000062521	ENSDART00000136294	4	7	
ENSDARG00000062521	ENSDART00000090476	93	85	
ENSDARG00000069710	ENSDART00000139878	3	2	
ENSDARG00000069710	ENSDART00000146119	0	1	
ENSDARG00000069710	ENSDART00000138992	16	18	
ENSDARG00000069717	ENSDART00000101675	6	2	
ENSDARG00000069717	ENSDART00000110484	39	45	
ENSDARG00000087583	ENSDART00000143782	0	1	
ENSDARG00000087584	ENSDART00000143367	6	6	
ENSDARG00000087585	ENSDART00000129757	3	9	
ENSDARG00000036687	ENSDART00000053284	50	21	
ENSDARG00000036687	ENSDART00000113559	75	46	
ENSDARG00000004265	ENSDART00000025410	26	20	
ENSDARG00000004265	ENSDART00000140069	3	2	
ENSDARG00000004265	ENSDART00000146172	17	26	
ENSDARG00000004261	ENSDART00000130482	1	0	
ENSDARG00000004261	ENSDART00000130437	1	0	
ENSDARG00000004261	ENSDART00000020582	11	3	
ENSDARG00000086182	ENSDART00000150827	38	18	
ENSDARG00000086184	ENSDART00000152595	3	0	
ENSDARG00000038593	ENSDART00000149003	10	12	
ENSDARG00000038593	ENSDART00000073843	1	1	
ENSDARG00000076113	ENSDART00000110213	11	4	
ENSDARG00000076116	ENSDART00000149805	6	6	
ENSDARG00000076116	ENSDART00000148380	6	15	
ENSDARG00000076116	ENSDART00000111762	73	92	
ENSDARG00000076116	ENSDART00000149337	6	9	
ENSDARG00000076119	ENSDART00000114424	7	2	
ENSDARG00000076119	ENSDART00000146872	96	75	
ENSDARG00000086230	ENSDART00000145814	3	0	
ENSDARG00000086230	ENSDART00000146846	4	5	
ENSDARG00000086230	ENSDART00000132112	19	27	
ENSDARG00000086230	ENSDART00000136924	6	9	
ENSDARG00000086230	ENSDART00000136568	1	0	
ENSDARG00000038040	ENSDART00000055443	53	49	
ENSDARG00000038040	ENSDART00000140994	3	0	
ENSDARG00000030278	ENSDART00000103638	33	31	
ENSDARG00000030270	ENSDART00000145437	7	5	
ENSDARG00000030270	ENSDART00000125901	1	3	
ENSDARG00000089404	ENSDART00000152404	18	14	
ENSDARG00000077996	ENSDART00000111261	345	248	
ENSDARG00000077994	ENSDART00000141192	27	23	
ENSDARG00000078522	ENSDART00000146928	9	4	
ENSDARG00000078522	ENSDART00000137987	3	7	
ENSDARG00000078522	ENSDART00000134197	0	1	
ENSDARG00000078522	ENSDART00000122816	33	6	
ENSDARG00000005616	ENSDART00000003508	2	6	
ENSDARG00000005612	ENSDART00000146655	13	2	
ENSDARG00000005612	ENSDART00000008096	65	69	
ENSDARG00000005612	ENSDART00000145129	10	9	
ENSDARG00000005619	ENSDART00000003248	50	41	
ENSDARG00000005619	ENSDART00000152611	1	0	
ENSDARG00000073696	ENSDART00000135493	6	4	
ENSDARG00000042383	ENSDART00000139637	7	5	
ENSDARG00000042383	ENSDART00000062148	57	66	
ENSDARG00000039310	ENSDART00000137882	14	13	
ENSDARG00000039310	ENSDART00000153255	0	1	
ENSDARG00000039310	ENSDART00000144640	16	8	
ENSDARG00000039310	ENSDART00000057439	48	31	
ENSDARG00000007108	ENSDART00000023838	52	57	
ENSDARG00000007108	ENSDART00000135222	5	10	
ENSDARG00000091320	ENSDART00000144759	80	65	
ENSDARG00000094662	ENSDART00000134791	2	3	
ENSDARG00000094662	ENSDART00000132929	5	2	
ENSDARG00000094661	ENSDART00000149832	10	6	
ENSDARG00000094661	ENSDART00000131306	36	28	
ENSDARG00000094661	ENSDART00000148468	0	1	
ENSDARG00000094660	ENSDART00000135147	3	5	
ENSDARG00000043638	ENSDART00000064078	5	5	
ENSDARG00000043635	ENSDART00000138533	11	15	
ENSDARG00000043635	ENSDART00000134751	9	0	
ENSDARG00000043631	ENSDART00000126595	1	4	
ENSDARG00000095137	ENSDART00000145607	3	5	
ENSDARG00000095137	ENSDART00000140996	27	21	
ENSDARG00000075593	ENSDART00000113483	168	188	
ENSDARG00000075595	ENSDART00000141709	3	4	
ENSDARG00000075595	ENSDART00000138573	13	9	
ENSDARG00000088753	ENSDART00000097872	2	13	
ENSDARG00000088753	ENSDART00000131245	5	7	
ENSDARG00000088750	ENSDART00000135822	71	81	
ENSDARG00000088750	ENSDART00000139768	12	49	
ENSDARG00000088750	ENSDART00000140587	18	33	
ENSDARG00000088750	ENSDART00000136524	4	0	
ENSDARG00000088750	ENSDART00000122151	1	2	
ENSDARG00000088750	ENSDART00000092804	6	10	
ENSDARG00000088755	ENSDART00000124011	52	72	
ENSDARG00000088755	ENSDART00000147511	10	2	
ENSDARG00000092677	ENSDART00000141539	8	5	
ENSDARG00000092677	ENSDART00000141803	4	2	
ENSDARG00000071872	ENSDART00000145776	8	7	
ENSDARG00000071872	ENSDART00000133200	3	5	
ENSDARG00000071872	ENSDART00000106658	1	0	
ENSDARG00000071877	ENSDART00000106669	69	52	
ENSDARG00000071877	ENSDART00000143232	10	13	
ENSDARG00000071876	ENSDART00000063559	70	60	
ENSDARG00000071876	ENSDART00000134935	2	6	
ENSDARG00000071875	ENSDART00000151893	13	5	
ENSDARG00000077572	ENSDART00000150940	17	19	
ENSDARG00000077572	ENSDART00000122091	3	3	
ENSDARG00000077572	ENSDART00000144058	2	8	
ENSDARG00000045773	ENSDART00000067290	19	37	
ENSDARG00000008906	ENSDART00000137477	3	1	
ENSDARG00000008906	ENSDART00000101107	65	54	
ENSDARG00000008904	ENSDART00000041412	245	232	
ENSDARG00000008904	ENSDART00000136002	7	1	
ENSDARG00000016350	ENSDART00000133199	2	1	
ENSDARG00000016350	ENSDART00000151187	3	1	
ENSDARG00000016350	ENSDART00000006344	51	90	
ENSDARG00000001621	ENSDART00000003493	10	7	
ENSDARG00000001621	ENSDART00000135973	72	83	
ENSDARG00000016357	ENSDART00000127213	2	1	
ENSDARG00000016357	ENSDART00000034011	64	50	
ENSDARG00000016687	ENSDART00000023089	3	1	
ENSDARG00000016687	ENSDART00000131019	18	17	
ENSDARG00000077577	ENSDART00000112436	50	47	
ENSDARG00000012820	ENSDART00000114524	11	9	
ENSDARG00000012820	ENSDART00000135696	13	3	
ENSDARG00000012820	ENSDART00000134902	2	1	
ENSDARG00000012820	ENSDART00000127406	0	2	
ENSDARG00000012820	ENSDART00000145194	8	12	
ENSDARG00000012820	ENSDART00000123335	7	5	
ENSDARG00000012820	ENSDART00000062687	2	0	
ENSDARG00000042272	ENSDART00000061996	20	25	
ENSDARG00000087916	ENSDART00000129910	11	4	
ENSDARG00000087916	ENSDART00000139974	6	4	
ENSDARG00000087910	ENSDART00000145124	7	9	
ENSDARG00000087910	ENSDART00000124319	138	163	
ENSDARG00000008014	ENSDART00000017966	27	25	
ENSDARG00000008014	ENSDART00000134143	5	6	
ENSDARG00000008014	ENSDART00000131898	5	2	
ENSDARG00000058784	ENSDART00000139602	19	12	
ENSDARG00000025847	ENSDART00000136827	18	3	
ENSDARG00000095324	ENSDART00000140613	10	5	
ENSDARG00000095326	ENSDART00000132983	1	0	
ENSDARG00000093239	ENSDART00000134698	4	8	
ENSDARG00000093239	ENSDART00000139716	3	6	
ENSDARG00000095328	ENSDART00000132591	14	15	
ENSDARG00000095328	ENSDART00000151022	1	1	
ENSDARG00000093235	ENSDART00000077493	1	2	
ENSDARG00000093237	ENSDART00000148251	58	58	
ENSDARG00000093237	ENSDART00000139521	14	4	
ENSDARG00000040650	ENSDART00000141106	5	6	
ENSDARG00000040650	ENSDART00000147027	3	3	
ENSDARG00000040650	ENSDART00000059506	1	0	
ENSDARG00000040650	ENSDART00000132883	9	7	
ENSDARG00000040650	ENSDART00000145206	14	2	
ENSDARG00000040657	ENSDART00000151514	7	22	
ENSDARG00000040657	ENSDART00000059533	118	99	
ENSDARG00000012699	ENSDART00000142476	2	4	
ENSDARG00000012699	ENSDART00000018788	17	26	
ENSDARG00000012699	ENSDART00000139994	4	14	
ENSDARG00000012699	ENSDART00000137964	9	13	
ENSDARG00000012694	ENSDART00000024624	0	1	
ENSDARG00000012694	ENSDART00000052688	1	7	
ENSDARG00000012697	ENSDART00000137414	3	2	
ENSDARG00000074967	ENSDART00000145748	3	0	
ENSDARG00000074967	ENSDART00000141007	3	4	
ENSDARG00000074967	ENSDART00000109482	2	0	
ENSDARG00000096777	ENSDART00000152937	40	27	
ENSDARG00000096775	ENSDART00000153131	5	7	
ENSDARG00000096775	ENSDART00000153322	22	18	
ENSDARG00000096774	ENSDART00000153398	42	28	
ENSDARG00000096774	ENSDART00000153092	27	21	
ENSDARG00000059789	ENSDART00000083467	37	35	
ENSDARG00000059789	ENSDART00000133183	6	8	
ENSDARG00000059784	ENSDART00000083464	176	166	
ENSDARG00000059784	ENSDART00000114726	7	17	
ENSDARG00000059781	ENSDART00000083470	3	3	
ENSDARG00000059781	ENSDART00000136629	1	2	
ENSDARG00000045142	ENSDART00000149920	12	5	
ENSDARG00000045142	ENSDART00000150020	12	12	
ENSDARG00000045142	ENSDART00000066383	12	12	
ENSDARG00000061564	ENSDART00000110226	81	66	
ENSDARG00000061564	ENSDART00000139021	4	3	
ENSDARG00000061560	ENSDART00000142079	7	5	
ENSDARG00000061560	ENSDART00000100932	3	8	
ENSDARG00000096668	ENSDART00000152175	6	9	
ENSDARG00000096668	ENSDART00000152150	18	13	
ENSDARG00000010021	ENSDART00000138414	11	21	
ENSDARG00000010021	ENSDART00000016803	43	29	
ENSDARG00000010025	ENSDART00000015967	4	2	
ENSDARG00000010025	ENSDART00000142682	7	4	
ENSDARG00000076804	ENSDART00000115173	54	73	
ENSDARG00000076804	ENSDART00000138540	15	21	
ENSDARG00000057439	ENSDART00000080059	33	42	
ENSDARG00000057439	ENSDART00000134471	15	14	
ENSDARG00000057437	ENSDART00000125468	4	6	
ENSDARG00000057433	ENSDART00000063587	9	4	
ENSDARG00000057430	ENSDART00000121850	4	6	
ENSDARG00000057430	ENSDART00000057959	57	60	
ENSDARG00000057430	ENSDART00000122085	16	6	
ENSDARG00000011648	ENSDART00000145246	15	2	
ENSDARG00000011648	ENSDART00000013217	25	17	
ENSDARG00000078199	ENSDART00000139846	2	7	
ENSDARG00000078199	ENSDART00000141527	8	13	
ENSDARG00000078199	ENSDART00000112992	24	66	
ENSDARG00000091860	ENSDART00000145137	15	14	
ENSDARG00000091860	ENSDART00000135224	4	3	
ENSDARG00000078193	ENSDART00000110348	5	9	
ENSDARG00000078193	ENSDART00000144205	2	0	
ENSDARG00000078193	ENSDART00000143837	1	2	
ENSDARG00000078192	ENSDART00000114054	4	1	
ENSDARG00000078192	ENSDART00000113056	82	59	
ENSDARG00000078191	ENSDART00000112738	137	101	
ENSDARG00000021433	ENSDART00000143984	1	2	
ENSDARG00000021433	ENSDART00000129543	4	2	
ENSDARG00000094304	ENSDART00000145119	12	22	
ENSDARG00000094304	ENSDART00000148050	5	3	
ENSDARG00000094304	ENSDART00000137016	12	6	
ENSDARG00000094307	ENSDART00000148001	14	4	
ENSDARG00000094307	ENSDART00000098184	11	7	
ENSDARG00000094303	ENSDART00000133368	5	10	
ENSDARG00000094303	ENSDART00000148126	7	7	
ENSDARG00000094308	ENSDART00000150429	99	83	
ENSDARG00000020529	ENSDART00000143898	1	1	
ENSDARG00000020529	ENSDART00000004031	102	77	
ENSDARG00000020527	ENSDART00000131295	32	31	
ENSDARG00000020527	ENSDART00000136480	0	1	
ENSDARG00000020521	ENSDART00000152630	15	16	
ENSDARG00000020521	ENSDART00000152755	29	36	
ENSDARG00000020521	ENSDART00000152733	10	4	
ENSDARG00000020521	ENSDART00000125230	3	1	
ENSDARG00000020521	ENSDART00000022163	39	54	
ENSDARG00000025549	ENSDART00000136356	0	1	
ENSDARG00000025549	ENSDART00000144379	5	2	
ENSDARG00000025549	ENSDART00000147538	6	10	
ENSDARG00000025549	ENSDART00000141912	3	1	
ENSDARG00000078445	ENSDART00000114369	4	6	
ENSDARG00000078445	ENSDART00000126788	2	6	
ENSDARG00000078445	ENSDART00000149327	3	4	
